GUID,Make,Model,Mileage,Price,First Registration,Fuel Type,Seller
e14be926-87bd-4681-9c8d-e3156736ac79,mazda,cx-5,"310,518 km","€ 9,950.-",03/2012,Gasoline,Auto Garderen B.V.
a74eb630-c3a9-417b-9026-847dca629cad,mazda,2,"118,900 km","€ 8,500.-",01/2018,Gasoline,CentroautoVT Srl
5ea42ff7-506c-4c28-85a0-ef1cf6367c2c,mazda,3,"112,302 km","€ 17,909.-",04/2020,Gasoline,Vaartland.nl Heerenveen
5aea8584-c009-45e8-b152-6fbfa90e8474,mazda,mx-5,"174,900 km","€ 8,950.-",10/2006,Gasoline,Eurotarget - Tu al centro
60c27126-67e1-4aa8-871c-05ea81cd600c,mazda,cx-60,"10,431 km","€ 42,970.-",03/2023,Diesel,Bonnermann & Hüls GmbH
61cef908-73a5-4dcc-8950-272830120d12,mazda,cx-5,"51,860 km","€ 23,490.-",02/2020,Gasoline,Autohaus Siegmar Haese Gmbh
503ed8f7-3a47-44ee-83d4-8832927952a1,mazda,cx-5,"8,000 km","€ 35,999.-",06/2024,Electric/Gasoline,Govaerts Halen
ef8821ad-0af2-4e24-9da0-c7bc4a304901,mazda,cx-5,"37,547 km","€ 34,950.-",11/2021,Gasoline,Autobedrijf H. Wijdeven V.o.f.
fd3ef130-56ae-4bea-8efd-c7db9f46697e,mazda,cx-3,"111,948 km","€ 15,845.-",01/2017,Gasoline,Auto Clinic Maastricht
d5548af0-5e20-435e-9015-fe4f0af15af0,mazda,mx-30,"72,595 km","€ 16,500.-",11/2020,Electric,Vortkamp Enschede
e27411c0-5052-458a-84bc-866316c551f6,mazda,cx-5,"18,650 km","€ 27,990.-",04/2022,Gasoline,Autohaus Butz & Mühlbach GmbH
52b96ac5-cded-4c58-b6a0-2fba33dde481,mazda,mx-5,"47,310 km","€ 18,750.-",02/2016,Gasoline,Van Den Broeck & Zoon
c60fbf90-587f-43f7-887c-6bd48424ceae,mazda,mx-5,"12,350 km","€ 24,990.-",11/2019,Gasoline,Autohaus Siegmar Haese Gmbh
62fa543a-1ff8-4f31-829c-230eba6cc5ce,mazda,6,22 km,"€ 33,980.-",11/2023,Gasoline,Autohaus Bischoff GmbH
af4949fe-ccce-4d05-b64e-aae3e3cb7546,mazda,2,"21,726 km","€ 13,000.-",05/2018,Gasoline,AUTOHAUS KUHLMANN GMBH
ede63db5-2dff-4f4c-8812-93925de41270,mazda,cx-5,"93,000 km","€ 17,490.-",05/2015,Diesel,Autohaus Siegmar Haese GmbH
983cbd65-2912-41e8-a776-e3737a5ac516,mazda,6,"282,611 km","€ 3,445.-",08/2008,Gasoline,Topper Auto
b292d161-842d-4d53-bb32-9e81a6121dad,mazda,mx-5,"45,344 km","€ 24,880.-",03/2018,Gasoline,Autobedrijf Hans Lammers B.V.
917b7d75-63c2-462a-979c-f6291129d6be,mazda,cx-3,"66,035 km","€ 17,900.-",05/2019,Gasoline,Carozza Srl
37ce8786-6e73-4b0b-a7ef-8584c68557eb,mazda,3,"55,000 km","€ 19,495.-",06/2020,Electric/Gasoline,Autohandel Beernaert Frederik bvba
aa15411b-7b45-437d-a4e3-775c9ab76bc7,mazda,cx-5,"88,179 km","€ 16,445.-",07/2014,Gasoline,Autocentrum Krimpenerwaard
a8f75e72-f8bc-4cc8-85f6-baf8ee115180,mazda,cx-30,"80,961 km","€ 16,999.-",02/2021,Electric/Gasoline,Style Motor - Gruppo Soluzione Impresa Srl
893b6b68-c1a7-4085-b0c2-db06cb6f3ac9,mazda,cx-5,"86,981 km","€ 21,970.-",06/2019,Gasoline,Kläsener GmbH & Co. KG
37aca1ed-fbb7-4954-a9d3-f22c854d0d24,mazda,2,"59,573 km","€ 16,850.-",03/2020,Electric/Gasoline,Autobedrijf A.P.J. Scheerders B.V.
999dd938-0724-480f-9f24-f996f3f9ce68,mazda,cx-5,"14,940 km","€ 33,889.-",06/2023,Gasoline,Autohaus Eschengrund GmbH
e8446821-9e75-440b-8fec-4b9162329d73,mazda,5,"250,000 km","€ 2,490.-",05/2011,Diesel,Rein Cars
8ffdccc4-5648-4302-950a-be7674249bed,mazda,6,"152,000 km","€ 6,490.-",05/2013,Diesel,Outlet - Store Windern
cdf7d57b-7a60-4eaa-8775-399ac6de2091,mazda,cx-30,"36,148 km","€ 22,600.-",06/2021,Electric/Gasoline,Carozza Srl
29b02749-65e7-483b-a4d2-7764e30e3583,mazda,6,"68,276 km","€ 22,485.-",12/2018,Diesel,Autohaus Schäfer GmbH
3f278a13-66db-4108-b61f-87c221e95973,mazda,2,- km,"€ 18,420.-",- (First Registration),Electric/Gasoline,Eurotarget - Tu al centro
46ef1710-46ad-4ec5-8ef7-e4406fe3c419,mazda,6,"17,324 km","€ 28,390.-",05/2023,Gasoline,Bonnermann & Hüls GmbH
84d3d508-24b4-4d05-8b53-8567dbd1d8e1,mazda,mx-5,"32,112 km","€ 23,900.-",08/2018,Gasoline,Saottini Auto Centro Usato Brescia
17d79884-2f01-47e8-8370-7a3eaaa446eb,mazda,cx-60,10 km,"€ 49,980.-",09/2023,Electric/Gasoline,Bonnermann & Hüls GmbH
b53b5d82-5315-41d8-845f-91966839351d,mazda,5,"163,000 km","€ 7,750.-",02/2011,Gasoline,HSV Auto's
b2dc7fab-995e-4336-b0a9-b60374638287,mazda,cx-30,"1,717 km","€ 26,990.-",11/2023,Gasoline,Autohaus A. Gruber OHG
00ee15df-dcd8-4dc0-8429-2451e52ece4a,mazda,mx-5,6 km,"€ 29,950.-",03/2024,Gasoline,Autohaus Bäckmann GmbH
38e1ae45-c0f6-4107-b372-a20b6967819b,mazda,3,15 km,"€ 30,990.-",- (First Registration),Gasoline,Autohaus Siegmar Haese GmbH
1cfa0fc1-8377-4a69-a8e7-90db12479e82,mazda,cx-5,"31,950 km","€ 30,450.-",02/2023,Diesel,Seven Motors Gruppo Mo.Vi SpA
782e6ef7-82ff-4f2a-a7aa-6d40a2b73909,mazda,cx-5,"38,830 km","€ 25,480.-",03/2021,Gasoline,Bonnermann & Hüls GmbH
52748945-995e-4e25-84d8-f46139ecf5f6,mazda,3,"112,039 km","€ 13,990.-",01/2018,Gasoline,K.H.Moors GmbH Automobile
ac53636b-b24f-4818-ab10-9d279fd239df,mazda,cx-30,"145,000 km","€ 17,400.-",10/2020,Electric/Gasoline,Autosas Spa
cfcd0175-5ba2-4e7a-a84f-a3dcdad57bdf,mazda,cx-5,"6,457 km","€ 29,490.-",11/2023,Gasoline,Autohaus Bäckmann GmbH
cad89ab7-6ca6-4551-8a81-6c30abe53938,mazda,mx-30,"36,000 km","€ 17,990.-",12/2020,Electric,Autohaus Butz & Mühlbach GmbH
15714051-9fdb-4886-a51a-1d05c7f1d9a8,mazda,5,"200,640 km","€ 2,799.-",05/2007,Gasoline,Cardepot
d76d01b9-c057-4e7b-a26b-071c6574d571,mazda,6,"128,138 km","€ 22,390.-",08/2019,Diesel,Auto Frey GmbH
2070e4fb-159c-4cd5-a931-b2763747b43a,mazda,cx-5,"392,452 km","€ 6,345.-",06/2012,Diesel,Autobedrijf Zieleman
4e84d249-b0bc-4c10-9bd1-3c056fda62d1,mazda,cx-5,10 km,"€ 39,990.-",07/2024,Gasoline,Autohaus Siegmar Haese Gmbh
0a36d697-7088-4e90-bd91-c590d3227e71,mazda,mx-5,15 km,"€ 41,990.-",- (First Registration),Gasoline,Autohaus Siegmar Haese GmbH
c0543254-5998-43a0-9161-a46cf7e87eba,mazda,cx-5,"17,917 km","€ 26,990.-",11/2022,Gasoline,Autohaus Krzykowski GmbH & Co.KG
a34dfe42-c69f-46d7-9a7f-e919bd4be6a9,mazda,cx-5,"43,345 km","€ 28,600.-",07/2021,Gasoline,Carozza Srl
9c1097ea-dce9-4235-9b2e-8f9028ed8dc7,mazda,2,- km,"€ 14,900.-",- (First Registration),Gasoline,Move - Gruppo Ferrari
fd764970-db6d-419b-bf21-4423eb1e22c1,mazda,mx-5,1 km,"€ 30,600.-",07/2024,Gasoline,Centroautovt srl
d2475983-8dbc-45d5-bb86-a352e12992ad,mazda,3,"54,895 km","€ 7,990.-",06/2010,Gasoline,Wiesmann GmbH
23930c0d-2001-4674-9e6e-82063b062d68,mazda,mx-30,9 km,"€ 24,450.-",- (First Registration),Electric,Autohaus Bäckmann GmbH
b9b4bd7d-a018-4dcf-a1e2-c30af4600a3e,mazda,cx-60,10 km,"€ 59,800.-",06/2024,Electric/Diesel,Carozza Srl
b46113e8-25eb-4438-b44d-c5b1fc86881c,mazda,mx-5,"45,300 km","€ 22,490.-",08/2017,Gasoline,Häusler Automobil GmbH & Co. KG
3737cb6e-dfa4-4ce1-ae6a-ca7c13c4f06a,mazda,cx-5,"106,000 km","€ 16,444.-",03/2016,Diesel,AUTOHAUS EXCELLENCE CARS GmbH & Co. KG
52fbdba5-fa3a-49f2-bce2-1aadd0b31f8b,mazda,3,"130,693 km","€ 9,950.-",06/2013,Gasoline,Autobedrijf Kelvinring
41645fed-7495-487e-a1d1-f7d9ab0acfb8,mazda,2,"9,340 km","€ 19,987.-",08/2023,Electric/Gasoline,Autohaus Krzykowski GmbH & Co.KG
e9b18b78-5889-4732-901d-64539f1f79e3,mazda,3,"34,202 km","€ 14,780.-",06/2014,Gasoline,Autohaus Andreas Schulze GmbH
660c749a-d4e9-4c2f-be23-742c500e4681,mazda,cx-60,0 km,"€ 57,990.-",- (First Registration),Diesel,Autohaus Bäckmann GmbH
5ed46efe-e0cf-41a9-9970-6e724bfb351f,mazda,mx-5,"85,463 km","€ 5,950.-",11/2002,Gasoline,Katbi Autocenter
52ac01b6-98d2-4ab5-a946-dd89c9cec698,mazda,cx-60,"40,000 km","€ 44,990.-",02/2023,Electric/Gasoline,Birngruber GmbH
ed5f0512-2a67-4f09-b75b-9871205c88c3,mazda,cx-5,"19,302 km","€ 29,980.-",03/2023,Gasoline,Automobile Dresden Weißig
7be96b04-fefb-4f52-bd19-2815d5fc23f3,mazda,2,"97,570 km","€ 12,980.-",03/2015,Gasoline,Auto Frey GmbH
434a9e33-0cb8-47b8-b82c-d9b0dc70f4ca,mazda,6,"51,919 km","€ 26,990.-",03/2021,Gasoline,Autohaus Siegmar Haese Gmbh
5be859be-4821-458d-bbe2-9b8da96db855,mazda,cx-5,"76,169 km","€ 15,990.-",01/2016,Gasoline,Ernst Dello GmbH & Co. KG
f0230ddb-bdf7-4671-b257-5de62e421170,mazda,cx-5,"30,865 km","€ 36,415.-",10/2023,Diesel,Autohaus Aventi GmbH
c0b80853-9bde-41ac-acd0-f7184d783ddf,mazda,cx-60,50 km,"€ 46,990.-",11/2023,Electric/Gasoline,Autohaus Siegmar Haese GmbH
920550bd-a1ac-4675-8768-67252e7b9b5c,mazda,2,"80,711 km","€ 9,495.-",05/2015,Gasoline,DAB Groep
6cd0ef3e-68f0-42de-ab84-9eb6d8e2c3e0,mazda,cx-5,"147,261 km","€ 10,990.-",03/2014,Diesel,TURBO MANISES
77a3e525-0106-47fb-bb10-9b32e1ccdce5,mazda,cx-5,"33,752 km","€ 31,950.-",09/2020,Gasoline,Van Vossen Exclusive
f43070b8-9085-4365-ae22-58992a20aa3b,mazda,cx-60,"14,699 km","€ 48,995.-",08/2023,Electric/Gasoline,Harrie Dijk - Betrouwbaar onderweg
3ec53d15-eeda-4c48-a037-3e7cb932e2c7,mazda,cx-30,"42,200 km","€ 22,990.-",12/2020,Gasoline,Autohaus Siegmar Haese Gmbh
05e8dde1-0d7b-4972-8450-55cba648ccbc,mazda,cx-3,"18,291 km","€ 19,900.-",08/2020,Gasoline,Autohaus Krzykowski GmbH & Co.KG
96a422cc-1129-4279-9acb-3778c306908f,mazda,2,"166,000 km","€ 3,999.-",04/2008,Gasoline,HSV Auto's
4f050d40-de56-4d79-99d8-9b5f3dd23738,mazda,3,10 km,"€ 31,990.-",- (First Registration),Gasoline,Autohaus Butz & Mühlbach GmbH
b2036b2e-851e-475f-9c7e-30feb3c6adeb,mazda,cx-5,"106,336 km","€ 18,990.-",09/2018,Diesel,Moovers srl
77d2b367-6dc9-4bf1-af17-83e9d5685589,mazda,6,"159,448 km","€ 4,950.-",01/2006,Gasoline,KWB automotive
07698053-c861-4543-86b3-f95ba6f880e7,mazda,cx-30,"30,658 km","€ 22,990.-",11/2021,Gasoline,Autohaus Kirschstein GmbH
04358400-9ef5-470f-a34c-90a8615947b9,mazda,cx-5,"6,000 km","€ 32,990.-",11/2023,Gasoline,Autohaus Bäckmann GmbH
2921469f-0840-46fe-a8fd-acdd00273e83,mazda,3,"5,895 km","€ 23,899.-",09/2023,Gasoline,Autohaus A. Gruber OHG
6f9a2358-5a11-4df5-9da0-e3ba5c49dd59,mazda,2,"40,500 km","€ 6,999.-",10/2008,Gasoline,Auto Zentrum Duisburg
bd335435-6475-4029-af00-bb4a421e3743,mazda,mx-5,"18,933 km","€ 25,890.-",09/2022,Gasoline,Govaerts Halen
c247fad8-8172-43aa-b086-7dac35bc92fa,mazda,mx-30,"17,069 km","€ 16,689.-",12/2021,Electric,CheckCars24 GmbH
56f5a812-e024-4566-b0fb-11a5e09175d4,mazda,cx-30,"25,193 km","€ 28,890.-",11/2022,Gasoline,Autohaus A. Gruber OHG
e1e39571-29f2-4228-ad24-c15f2820ec9f,mazda,cx-5,"77,070 km","€ 15,690.-",03/2014,Gasoline,"Autohaus Dreher, Wildmoser GmbH & Co. KG"
8d1d047b-52de-4834-a982-2a1d16d49ea4,mazda,6,"170,906 km","€ 1,950.-",08/2003,Gasoline,Autobedrijf Duran
486babe1-2645-4d52-8ea0-d1098481401d,mazda,cx-30,"29,523 km","€ 24,950.-",08/2020,Electric/Gasoline,Autobedrijf A.P.J. Scheerders B.V.
8af1fb6c-7cf6-4aa6-862f-863ae2263d86,mazda,3,"39,732 km","€ 24,840.-",05/2021,Electric/Gasoline,Auto Frey GmbH
f18a8c61-6291-4515-a6b8-8a65948b25de,mazda,cx-30,"51,512 km","€ 17,900.-",09/2020,Electric/Gasoline,Autoclub Spa
16e0846d-0acd-4320-bd62-a7543eedaec7,mazda,6,"206,000 km","€ 11,500.-",01/2018,Diesel,Auto Village srl
2a491a1e-f033-4346-a1b9-993bd6677e69,mazda,mx-30,"6,000 km","€ 16,990.-",08/2020,Electric,Eisner Auto Villach
7bf0fa7a-f474-4db7-be03-e92b3e57c6ae,mazda,mx-5,12 km,"€ 36,490.-",09/2024,Gasoline,Autohaus A. Gruber OHG
e6e5f957-832c-4557-b8b5-c9b93936e49a,mazda,2,10 km,"€ 20,490.-",03/2024,Gasoline,Autohaus Siegmar Haese Gmbh
9a675a13-292b-4003-83ae-fca23cb18c0c,mazda,cx-5,"18,873 km","€ 37,403.-",11/2023,Diesel,Autohaus Aventi GmbH
232a4b29-1bca-4877-8eef-c8cfee5812a8,mazda,cx-60,250 km,"€ 50,970.-",06/2023,Diesel,Kück Automobile GmbH
cf81b76c-f32e-431e-ba60-fba0d6c36b0f,mazda,3,"58,100 km","€ 23,920.-",04/2020,Gasoline,Auto Frey GmbH
d681684b-e551-4a3e-95fb-8a54059aa95f,mazda,cx-60,"15,202 km","€ 37,995.-",12/2022,Electric/Gasoline,Autohaus Schäfer GmbH
aae0c272-8a6b-43d1-9af5-02163d6ad574,mazda,cx-5,"105,000 km","€ 16,950.-",05/2018,Diesel,Jolly Auto  AP Trading Srl
19d09325-b45e-4ba7-b391-399ee8bbd095,mazda,cx-3,"72,000 km","€ 14,900.-",12/2018,Diesel,Caritalia srl
5974e33c-caed-436c-95e1-7f85b067ac73,mazda,cx-5,"72,069 km","€ 25,000.-",06/2017,Gasoline,Vakgarage Leithon - WK Auto's
020e9058-7198-423e-939c-aee2511295c6,mazda,3,"110,000 km","€ 3,999.-",05/2004,Gasoline,HSV Auto's
d60998ba-182b-4fdd-bd68-00e6743882ca,mazda,cx-30,"94,117 km","€ 21,409.-",04/2020,Gasoline,Vaartland.nl
2c538f58-986d-4be7-83be-da2240aad24c,mazda,3,"89,039 km","€ 6,390.-",10/2004,Gasoline,Hauck Automobile GmbH
90894bed-d0e5-4781-9266-d85e36644b14,mazda,cx-5,10 km,"€ 36,990.-",- (First Registration),Diesel,Autohaus Krzykowski GmbH & Co.KG
5f5b3388-673a-423f-82f8-eacc2186c514,mazda,cx-3,"34,200 km","€ 17,900.-",07/2019,Gasoline,Automobile Tierhold GmbH
2392dfa0-04ad-4b4b-a11f-0a4de379e617,mazda,cx-5,"155,495 km","€ 10,990.-",10/2013,Gasoline,Automobile Petro's
db8a7ad6-7fa1-4b70-8f08-e4f944bfb5a9,mazda,cx-30,"49,000 km","€ 17,990.-",06/2020,Gasoline,Automarca Spa
bdcdaacd-7440-4a77-8c7a-842ee7d7937a,mazda,cx-30,5 km,"€ 28,650.-",09/2023,Gasoline,Bonnermann & Hüls GmbH
10ec38ea-6d06-4da7-b3e6-fc9674bc6118,mazda,mx-5,"76,500 km","€ 17,990.-",09/2015,Gasoline,Autohaus Siegmar Haese GmbH
bcbba490-7d22-44f7-8630-e276d57a5794,mazda,cx-5,"27,000 km","€ 37,490.-",03/2023,Diesel,Auto-Zentrum Grathwohl & Friebel GmbH
f1dd1676-1a35-4b1a-b8fc-a7d2a10c78ce,mazda,cx-3,"57,446 km","€ 14,849.-",01/2017,Gasoline,DÜRKOP GmbH - Filiale Göttingen
145fcdc0-dd1d-41b9-ad1f-76fb9a3fb114,mazda,6,"165,482 km","€ 9,990.-",01/2014,Diesel,TT Automobile
f1cc72f9-3178-4fa0-a103-c0bc239d9176,mazda,cx-3,"69,390 km","€ 16,990.-",01/2019,Gasoline,Grünzweig Automobil GmbH
9d788946-be63-4261-9dbf-d002cc745376,mazda,2,"8,649 km","€ 22,880.-",07/2023,Electric/Gasoline,Bonnermann & Hüls GmbH
3a112f6a-67a9-4b02-9243-03c2d441855b,mazda,cx-3,"44,000 km","€ 15,800.-",09/2020,Gasoline,Seven Motors Gruppo Mo.Vi SpA
aa2c6297-854e-495d-ab9b-a22804fecbd0,mazda,cx-5,"159,100 km","€ 13,990.-",05/2018,Gasoline,FLEXICAR GIRONA
c347141d-58ca-46be-af63-0d9f4ac400f4,mazda,2,"118,900 km","€ 8,500.-",01/2018,Gasoline,Centroautovt srl
71881f78-7523-4b09-aa2d-f3625940845c,mazda,6,"28,249 km","€ 22,900.-",09/2020,Gasoline,K.H.Moors GmbH Automobile
e5c1ac19-9a03-49e3-8184-2428979badbd,mazda,mx-5,"1,658 km","€ 27,980.-",03/2023,Gasoline,Automobile Dresden Weißig
78e9ce01-6429-4652-8d0d-129851090a16,mazda,rx-7,"49,571 km","€ 37,950.-",01/1997,Gasoline,SW-Performance
3ded66a4-779b-447a-8489-ff0beb4a6b9b,mazda,6,10 km,"€ 44,990.-",- (First Registration),Gasoline,Autohaus Butz & Mühlbach GmbH
46d20122-82b4-474a-9e31-8460a5a2ba43,mazda,3,"53,265 km","€ 12,890.-",11/2017,Gasoline,DiT Magdeburg GmbH
9837dee3-fcaa-474f-b3cb-63371944ffdd,mazda,3,"64,000 km","€ 16,800.-",09/2019,Electric/Gasoline,F.lli Cozzi Spa
fe90838d-fe22-49de-9de7-559d694255f9,mazda,3,- km,"€ 23,400.-",- (First Registration),Electric/Gasoline,Lineablù Srl
f13abb8f-8437-4d2f-913a-5e0040b0e61b,mazda,cx-30,"28,600 km","€ 20,090.-",09/2021,Gasoline,DiT Halle GmbH
9458909c-d626-4e16-b82f-02bfc91d11d1,mazda,cx-5,"101,958 km","€ 20,945.-",06/2016,Gasoline,Autocentrum Krimpenerwaard
cb924345-8d77-4233-a85b-b665a61634ee,mazda,cx-5,5 km,"€ 33,640.-",06/2024,Gasoline,Bonnermann & Hüls GmbH
7899bd84-6c09-4c11-b567-9cc7e206da10,mazda,cx-60,"19,000 km","€ 49,900.-",09/2023,Electric/Gasoline,Autobase Srl – Centroccasioni
7597b62e-af0a-49e4-b082-3fa969738e11,mazda,cx-30,"89,600 km","€ 19,930.-",10/2019,Gasoline,Volkswagen Zentrum Osnabrück GmbH & Co. KG
d718be34-05ee-4654-b76f-1159e71cc641,mazda,cx-5,"163,172 km","€ 9,700.-",01/2015,Diesel,VTR Srl
de461666-aefc-4a8e-9d50-6e5424fa93e6,mazda,6,"52,500 km","€ 21,790.-",07/2020,Gasoline,Auto Frey GmbH
c2d0da65-61de-4d88-ae74-cd2f3b03c9e9,mazda,cx-3,"119,000 km","€ 13,990.-",12/2016,Diesel,Stephan-Fahrzeugcenter
2b12dc2b-5bb3-4ae2-babb-8401bc4872f4,mazda,mx-30,"25,000 km","€ 16,990.-",09/2020,Electric,Autohaus A. Gruber OHG
d1245d19-b36f-4447-afb4-a66ae09fbb8d,mazda,6,"56,138 km","€ 18,800.-",01/2019,Diesel,F.lli Cozzi Spa
bab85266-85e4-4107-9c2c-14941492c92f,mazda,cx-3,"21,500 km","€ 19,590.-",08/2019,Gasoline,Autohaus Siegmar Haese Gmbh
6b009f64-2d76-43c8-95f9-13eb6e738980,mazda,mx-5,"168,020 km","€ 6,800.-",06/2004,Gasoline,Youngtimer Cabrio Center
d8977aa5-f070-451e-89a0-227c4c31dcf5,mazda,cx-5,"40,758 km","€ 30,900.-",02/2022,Diesel,L' Automobile Srl
2dd0a3e3-8218-4a98-bf01-5e94e4181835,mitsubishi,space star,"31,670 km","€ 6,900.-",10/2020,Gasoline,Carmax GmbH & Co. KG
3f92fe66-2b1a-4825-b7fa-b26a31568daf,mitsubishi,outlander,"259,715 km","€ 8,499.-",12/2013,Electric/Gasoline,Piek Automotive
9c5b47fa-a5d3-4ad8-b10d-7ebffddbad11,mitsubishi,colt,"243,447 km","€ 1,999.-",06/2009,Gasoline,Autopunt Tilburg
bfcfbfc1-1434-4fcf-9002-519b09d4f7ee,mitsubishi,l200,"323,000 km","€ 5,900.-",06/2006,Diesel,Montello Trucks Srl
89f4a36c-a991-4764-b66b-2f3845bb53dc,mitsubishi,pajero,"94,000 km","€ 19,998.-",05/2013,Diesel,AutoPark Maurer
674e8aa2-8e2c-4c45-a077-fa54881baf2f,mitsubishi,asx,"106,154 km","€ 9,999.-",07/2018,LPG,CLD Auto Srl
5faae607-1c89-4869-9738-63cbde2ff1c0,mitsubishi,eclipse cross,"82,800 km","€ 14,450.-",03/2019,Gasoline,Autoservice Gremmer GmbH
300d35c8-8d57-415b-85dd-6fcb49855748,mitsubishi,space star,"10,820 km","€ 9,590.-",06/2021,Gasoline,OutletCars.at – Wels
88aa6b66-c691-4bfb-817c-7ceb51006694,mitsubishi,outlander,"37,686 km","€ 22,900.-",07/2020,Electric/Gasoline,Auto-Vertrieb Kielsburg GmbH
29b4e72e-cd9c-4afa-814f-043994917b2e,mitsubishi,space star,"28,633 km","€ 8,900.-",05/2020,Gasoline,QueenCar
4e6d68a9-8975-493b-8a7b-80fafcf8295f,mitsubishi,eclipse cross,"57,211 km","€ 21,990.-",11/2021,Electric/Gasoline,Autohaus Kirschstein GmbH
76d0ac3c-72c2-4775-bf80-62be24d39769,mitsubishi,asx,"38,794 km","€ 12,840.-",10/2017,Gasoline,Autohero GmbH
7857d76d-238c-4e1e-991b-5e9963e7e0f1,mitsubishi,space star,5 km,"€ 12,470.-",08/2024,Gasoline,Michael Hadad Autohandel GmbH
dc1cc952-640f-45aa-9819-7ed4ee8bfd1b,mitsubishi,lancer,"243,976 km","€ 4,250.-",03/2011,Gasoline,Van Thiel Auto's B.V.
95eeb862-fc02-4c23-94de-99c5a72037b9,mitsubishi,space star,"94,401 km","€ 6,449.-",02/2018,Gasoline,Goldenstone Cars B.V.
bc61370b-eb5d-4da9-b41d-46f43abca958,mitsubishi,space star,- km,"€ 11,900.-",- (First Registration),Gasoline,QueenCar
d95b3fee-fc4a-441a-b640-8cfdb692a101,mitsubishi,pajero,"102,000 km","€ 20,970.-",11/2015,Diesel,Kale Automobile GmbH
75c66d51-e3fb-41ef-8f24-a802f9e10ca5,mitsubishi,pajero,"199,000 km","€ 11,700.-",04/2007,Diesel,Milano Motors 4X4 Srl
90f080f1-74d2-49b0-a575-5a67fab2df8e,mitsubishi,colt,1 km,"€ 15,400.-",05/2024,Gasoline,Panoramauto Torino srl
bfcfbfc1-1434-4fcf-9002-519b09d4f7ee,mitsubishi,l200,"323,000 km","€ 5,900.-",06/2006,Diesel,Montello Trucks Srl
7cbcb691-c436-4cf7-8b00-1a6d23cf9c58,mitsubishi,space star,"6,486 km","€ 11,990.-",07/2019,Gasoline,Automium
208dc42c-3d1a-4836-a7b0-efb181131416,mitsubishi,asx,"130,000 km","€ 10,490.-",11/2016,Gasoline,Elite Motors Belgium
a5254bbc-ff46-4a4d-93a8-090e11a27d64,mitsubishi,asx,"92,000 km","€ 12,490.-",07/2018,Gasoline,Automobile Trier
5d47d7f0-9ce4-435d-8182-609c132c9b9b,mitsubishi,outlander,"29,010 km","€ 21,990.-",12/2020,Electric/Gasoline,Autohaus Kirschstein GmbH
d5f06e8a-d820-47cf-bb95-5866d3e23b62,mitsubishi,outlander,"59,984 km","€ 20,990.-",12/2020,Electric/Gasoline,Autohaus Kirschstein GmbH
92339930-c20c-4268-866e-e2e84ec01f2c,mitsubishi,colt,"105,655 km","€ 5,450.-",11/2012,Gasoline,FR Cars
a1601f06-3066-4199-829b-d94bd201bc09,mitsubishi,space star,"22,979 km","€ 9,999.-",03/2023,Gasoline,KIFFE V&N GmbH
d574a865-e8b1-4a98-8e41-5784ffba5aaa,mitsubishi,outlander,"95,352 km","€ 18,540.-",12/2017,Diesel,Vogl + Co Oberwart GmbH
58379125-b074-4373-8591-b529d3f958ff,mitsubishi,space star,"45,341 km","€ 7,950.-",10/2018,Gasoline,Auto`s Kleyweg B.V.
13ea546c-90ca-4b8e-b2a0-2791372bd807,mitsubishi,pajero,"292,825 km","€ 6,950.-",09/2004,Diesel,Auto Garderen B.V.
3f8a0158-8ef4-4b81-9c64-5dac9d0663ff,mitsubishi,colt,"109,341 km","€ 2,499.-",03/2006,Gasoline,Piek Automotive
d714fb82-5f3e-478f-9404-bbcbaa95716b,mitsubishi,outlander,"89,031 km","€ 18,199.-",06/2017,Electric/Gasoline,Autohero België
79965309-8c29-416d-aa43-7d2e93063f53,mitsubishi,outlander,"263,387 km","€ 3,600.-",01/2007,LPG,Autobedrijf Favoriet
e2c18dcd-a15d-4bcc-97f2-f0a2d62f3c7c,mitsubishi,outlander,"100,923 km","€ 21,900.-",07/2020,Electric/Gasoline,Ruud van den Beld Auto's
fc9b20c4-fcf1-4f10-a284-a6c778ea2218,mitsubishi,asx,"30,700 km","€ 17,995.-",04/2021,Gasoline,Auto Niedermayer GmbH
08a0a3c1-8707-4bee-9562-2bf57b3d0acc,mitsubishi,i-miev,"90,930 km","€ 5,994.-",03/2013,Electric,Autobedrijf Steenvoorde B.V.
e0b0ab09-fd09-4d49-83ec-cb09c2e2e637,mitsubishi,outlander,"97,980 km","€ 22,480.-",08/2018,Diesel,Autohaus Winterfell
5e897da3-39ca-4162-a971-04fc0623010e,mitsubishi,outlander,"99,472 km","€ 18,649.-",03/2017,Electric/Gasoline,Autohero Nederland
62d2f3da-b549-4192-b2b5-068d95c63359,mitsubishi,space star,"23,040 km","€ 9,599.-",09/2020,Gasoline,Hermann GmbH
f5641e4b-12b4-4bdd-9b70-77ab52abad56,mitsubishi,lancer,"145,000 km","€ 4,800.-",12/2009,Gasoline,Autozentrum am Wesertor GmbH
c3ed95c8-d53d-4a1a-a9d3-14e03a4e46ce,mitsubishi,outlander,"86,100 km","€ 19,900.-",08/2019,Diesel,Bi Auto Spa
8543927e-4582-4c26-8bcc-7842af7fc583,mitsubishi,asx,"101,798 km","€ 10,210.-",03/2016,Gasoline,Autohero GmbH
b6163abf-24f3-4c97-91cd-687c595085cc,mitsubishi,space star,"101,114 km","€ 9,990.-",12/2017,Gasoline,Autohaus Jörg Lessing GmbH
